Conversacion,Perplexity
"Usuario: Me gustan las pelis de ciencia ficción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Alienoid"" (2022)
Género: Ciencia ficción, Acción, Fantasía, Aventura
‎Los gurús de finale...",6.15
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""X-Men: Apocalipsis"" (2016)
Género: Acción, Aventura, Ciencia ficción, Fantasía
Desde los albores de la civilización, fu...",5.02
"Usuario: ¿Tienes otra de animación?
Enrique: Otra gran opción sería esta:
""Look Back"" (2024)
Género: Animación, Drama
Fujino, una chica popular y extrovertida, es aclamada por sus compañeros de clase ...",5.39
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""X-Men: Apocalipsis"" (2016)
Género: Acción, Aventura, Ciencia ficción, Fantasía
Desde los albores de la civilización...",5.17
"Usuario: ¿Tienes otra de animación?
Enrique: Otra gran opción sería esta:
""Look Back"" (2024)
Género: Animación, Drama
Fujino, una chica popular y extrovertida, es aclamada por sus compañeros de clase ...",5.39
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""X-Men: Apocalipsis"" (2016)
Género: Acción, Aventura, Ciencia ficción, Fantasía
Desde los albores de la civilización, fue ad...",5.17
"Usuario: Busco algo de animación
Enrique: Esta otra podría interesarte:
""Look Back"" (2024)
Género: Animación, Drama
Fujino, una chica popular y extrovertida, es aclamada por sus compañeros de clase po...",5.56
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Cómo perder a un chico en 10 días"" (2003)
Género: Comedia, Romance
Andie Anderson es una periodista que debe terminar u...",6.11
"Usuario: Busco algo de acción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Acorralado"" (1982)
Género: Acción, Aventura, Suspense, Bélica
John Rambo es un veterano de la guerra de Vie...",3.65
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Cómo perder a un chico en 10 días"" (2003)
Género: Comedia, Romance
Andie Anderson es una periodista que ...",5.96
"Usuario: Me gustan las pelis de acción
Enrique: Otra gran opción sería esta:
""Acorralado"" (1982)
Género: Acción, Aventura, Suspense, Bélica
John Rambo es un veterano de la guerra de Vietnam que sufre ...",3.74
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Cómo perder a un chico en 10 días"" (2003)
Género: Comedia, Romance
Andie Anderson es una periodista que ...",5.96
"Usuario: ¿Tienes otra de acción?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Acorralado"" (1982)
Género: Acción, Aventura, Suspense, Bélica
John Rambo es un veterano de la guerra de ...",3.58
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Godzilla vs. Kong"" (2021)
Género: Acción, Ciencia ficción, Aventura
Godzilla y Kong, dos de las fuerzas ...",4.77
"Usuario: Busco algo de música
Enrique: Otra gran opción sería esta:
""Bohemian Rhapsody"" (2018)
Género: Música, Drama
Londres, 1970. El joven Farrokh (al que sus amigos llaman Freddie) vive en Londres,...",5.9
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Godzilla vs. Kong"" (2021)
Género: Acción, Ciencia ficción, Aventura
Godzilla y Kong, dos de las fuerzas más pod...",4.95
"Usuario: ¿Tienes otra de música?
Enrique: Otra gran opción sería esta:
""Bohemian Rhapsody"" (2018)
Género: Música, Drama
Londres, 1970. El joven Farrokh (al que sus amigos llaman Freddie) vive en Londr...",5.73
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Godzilla vs. Kong"" (2021)
Género: Acción, Ciencia ficción, Aventura
Godzilla y Kong, dos de las fuerzas más pode...",4.73
"Usuario: Me gustan las pelis de música
Enrique: Esta otra podría interesarte:
""Bohemian Rhapsody"" (2018)
Género: Música, Drama
Londres, 1970. El joven Farrokh (al que sus amigos llaman Freddie) vive e...",5.79
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Blade"" (1998)
Género: Terror, Acción
En un mundo cohabitado en guerra por hombres y vampiros Blade es un vampir...",5.28
"Usuario: Busco algo de acción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Kong: La isla calavera"" (2017)
Género: Acción, Aventura, Fantasía
En los años 70, un variopinto grupo de ex...",5.82
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Blade"" (1998)
Género: Terror, Acción
En un mundo cohabitado en guerra por hombres y vampiros Blade es un vampiro que, a...",5.25
"Usuario: Busco algo de acción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Kong: La isla calavera"" (2017)
Género: Acción, Aventura, Fantasía
En los años 70, un variopinto grupo de ex...",5.82
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Blade"" (1998)
Género: Terror, Acción
En un mundo cohabitado en guerra por hombres y vampiros Blad...",5.03
"Usuario: Me gustan las pelis de acción
Enrique: Esta otra podría interesarte:
""Kong: La isla calavera"" (2017)
Género: Acción, Aventura, Fantasía
En los años 70, un variopinto grupo de exploradores y s...",6.09
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Oddity"" (2024)
Género: Terror, Misterio
Darcy, una médium ciega y vendedora de curiosidades, sigue llorando la muerte de su...",5.79
"Usuario: Busco algo de ciencia ficción
Enrique: Otra gran opción sería esta:
""2001: una odisea del espacio"" (1968)
Género: Ciencia ficción, Misterio, Aventura
Hace millones de años, en los albores del...",6.2
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Oddity"" (2024)
Género: Terror, Misterio
Darcy, una médium ciega y vendedora de curiosi...",4.62
"Usuario: Me gustan las pelis de ciencia ficción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""2001: una odisea del espacio"" (1968)
Género: Ciencia ficción, Misterio, Aventura
Hace mil...",5.61
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Oddity"" (2024)
Género: Terror, Misterio
Darcy, una médium ciega y vendedora de curiosidades, sigue llorando la ...",5.32
"Usuario: Me gustan las pelis de ciencia ficción
Enrique: Otra gran opción sería esta:
""2001: una odisea del espacio"" (1968)
Género: Ciencia ficción, Misterio, Aventura
Hace millones de años, en los al...",6.0
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""रेड २"" (2025)
Género: Crimen, Drama, Suspense
nan",4.08
"Usuario: Me gustan las pelis de drama
Enrique: Esta otra podría interesarte:
""Expiación, más allá de la pasión"" (2007)
Género: Drama, Romance
En el verano de 1935, Briony Tallis (Saoirse Ronan), una p...",5.87
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""रेड २"" (2025)
Género: Crimen, Drama, Suspense
nan",4.61
"Usuario: Me gustan las pelis de drama
Enrique: Esta otra podría interesarte:
""Expiación, más allá de la pasión"" (2007)
Género: Drama, Romance
En el verano de 1935, Briony Tallis (Saoirse Ronan), una p...",5.87
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""रेड २"" (2025)
Género: Crimen, Drama, Suspense
nan",4.13
"Usuario: Busco algo de drama
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Expiación, más allá de la pasión"" (2007)
Género: Drama, Romance
En el verano de 1935, Briony Tallis (Saoirse...",5.62
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Uranus 2324 - Siempre nos encontraremos"" (2024)
Género: Romance, Drama, Ciencia ficción
Unidas en su juventud y ...",5.09
"Usuario: Busco algo de drama
Enrique: Esta otra podría interesarte:
""Amenazados"" (2010)
Género: Drama, Suspense
Un thriller psicológico centrado alrededor de un agente del FBI que presiona a un presun...",3.98
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Uranus 2324 - Siempre nos encontraremos"" (2024)
Género: Romance, Drama, Ciencia ficció...",4.57
"Usuario: Busco algo de drama
Enrique: Esta otra podría interesarte:
""Amenazados"" (2010)
Género: Drama, Suspense
Un thriller psicológico centrado alrededor de un agente del FBI que presiona a un presun...",3.98
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Uranus 2324 - Siempre nos encontraremos"" (2024)
Género: Romance, Drama, Ciencia ficción
Unidas en su juventud y separad...",5.5
"Usuario: ¿Tienes otra de drama?
Enrique: Otra gran opción sería esta:
""Amenazados"" (2010)
Género: Drama, Suspense
Un thriller psicológico centrado alrededor de un agente del FBI que presiona a un pres...",3.71
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""La Tierra Errante II"" (2023)
Género: Ciencia ficción
Después de descubrir que el Sol se está apagando rápidament...",4.59
"Usuario: ¿Tienes otra de aventura?
Enrique: Esta otra podría interesarte:
""Percy Jackson y el ladrón del rayo"" (2010)
Género: Aventura, Fantasía, Familia
Adaptación de la novela publicada en España co...",5.67
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""La Tierra Errante II"" (2023)
Género: Ciencia ficción
Después de descubrir que el Sol se está ...",4.33
"Usuario: ¿Tienes otra de aventura?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Percy Jackson y el ladrón del rayo"" (2010)
Género: Aventura, Fantasía, Familia
Adaptación de la novela...",5.3
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""La Tierra Errante II"" (2023)
Género: Ciencia ficción
Después de descubrir que el Sol se está apagando rápidamen...",4.74
"Usuario: ¿Tienes otra de aventura?
Enrique: Esta otra podría interesarte:
""Percy Jackson y el ladrón del rayo"" (2010)
Género: Aventura, Fantasía, Familia
Adaptación de la novela publicada en España co...",5.67
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""छावा"" (2025)
Género: Historia, Acción, Drama
nan",4.57
"Usuario: Me gustan las pelis de drama
Enrique: Esta otra podría interesarte:
""Los odiosos ocho"" (2015)
Género: Drama, Misterio, Western
Seis, ocho o doce años después de la Guerra de Secesión, una dil...",7.28
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""छावा"" (2025)
Género: Historia, Acción, Drama
nan",3.81
"Usuario: Busco algo de drama
Enrique: Otra gran opción sería esta:
""Los odiosos ocho"" (2015)
Género: Drama, Misterio, Western
Seis, ocho o doce años después de la Guerra de Secesión, una diligencia av...",7.42
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""छावा"" (2025)
Género: Historia, Acción, Drama
nan",3.18
"Usuario: Me gustan las pelis de drama
Enrique: Otra gran opción sería esta:
""Los odiosos ocho"" (2015)
Género: Drama, Misterio, Western
Seis, ocho o doce años después de la Guerra de Secesión, una dili...",7.28
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Tayuan"" (2023)
Género: Drama, Romance
nan",4.4
"Usuario: Busco algo de terror
Enrique: Esta otra podría interesarte:
""El ritual"" (2017)
Género: Terror, Suspense, Misterio
Un grupo de amigos de la universidad se reúnen para emprender un viaje de sen...",3.83
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Tayuan"" (2023)
Género: Drama, Romance
nan",3.92
"Usuario: Me gustan las pelis de terror
Enrique: Esta otra podría interesarte:
""El ritual"" (2017)
Género: Terror, Suspense, Misterio
Un grupo de amigos de la universidad se reúnen para emprender un via...",3.77
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Tayuan"" (2023)
Género: Drama, Romance
nan",5.95
"Usuario: Busco algo de terror
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""El ritual"" (2017)
Género: Terror, Suspense, Misterio
Un grupo de amigos de la universidad se reúnen para em...",3.6
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Cómo ganar millones antes de que muera la abuela"" (2024)
Género: Drama
Un hombre deja el trabajo para cu...",4.3
"Usuario: ¿Tienes otra de aventura?
Enrique: Esta otra podría interesarte:
""Orgía de ninfómanas"" (1981)
Género: Aventura, Crimen, Drama
Una mujer brutal regenta un burdel de lujo donde impera el sexo y...",5.46
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Cómo ganar millones antes de que muera la abuela"" (2024)
Género: Drama
Un hombre deja el trabajo para cu...",4.3
"Usuario: Me gustan las pelis de aventura
Enrique: Esta otra podría interesarte:
""Orgía de ninfómanas"" (1981)
Género: Aventura, Crimen, Drama
Una mujer brutal regenta un burdel de lujo donde impera el ...",5.54
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Cómo ganar millones antes de que muera la abuela"" (2024)
Género: Drama
Un hombre deja el trabajo para cuidar de...",4.5
"Usuario: Me gustan las pelis de aventura
Enrique: Otra gran opción sería esta:
""Orgía de ninfómanas"" (1981)
Género: Aventura, Crimen, Drama
Una mujer brutal regenta un burdel de lujo donde impera el s...",5.63
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""El río de la muerte"" (2024)
Género: Terror, Suspense
Cuatro piragüistas se equivocan de río y se ...",4.09
"Usuario: Me gustan las pelis de animación
Enrique: Esta otra podría interesarte:
""Los Simpson: La película"" (2007)
Género: Animación, Comedia, Familia
Homer debe salvar al mundo de una catástrofe que ...",6.2
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""El río de la muerte"" (2024)
Género: Terror, Suspense
Cuatro piragüistas se equivocan de río y se adentran en una selva habi...",4.75
"Usuario: Me gustan las pelis de animación
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Los Simpson: La película"" (2007)
Género: Animación, Comedia, Familia
Homer debe salvar al mundo...",5.83
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""El río de la muerte"" (2024)
Género: Terror, Suspense
Cuatro piragüistas se equivocan de río y se adentran en una se...",4.67
"Usuario: Me gustan las pelis de animación
Enrique: Otra gran opción sería esta:
""Los Simpson: La película"" (2007)
Género: Animación, Comedia, Familia
Homer debe salvar al mundo de una catástrofe que é...",6.21
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Ciudad de Dios"" (2002)
Género: Drama, Crimen
Basada en hechos reales, cuenta la historia del crecimiento del cri...",5.37
"Usuario: ¿Tienes otra de aventura?
Enrique: Esta otra podría interesarte:
""Indiana Jones y la última cruzada"" (1989)
Género: Aventura, Acción
En 1938, dos años después de encontrar el Arca de la Alian...",4.25
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Ciudad de Dios"" (2002)
Género: Drama, Crimen
Basada en hechos reales, cuenta la historia del crecimiento del cr...",5.41
"Usuario: ¿Tienes otra de aventura?
Enrique: Otra gran opción sería esta:
""Indiana Jones y la última cruzada"" (1989)
Género: Aventura, Acción
En 1938, dos años después de encontrar el Arca de la Alianz...",4.26
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Ciudad de Dios"" (2002)
Género: Drama, Crimen
Basada en hechos reales, cuenta la historia del crec...",5.32
"Usuario: ¿Tienes otra de aventura?
Enrique: Otra gran opción sería esta:
""Indiana Jones y la última cruzada"" (1989)
Género: Aventura, Acción
En 1938, dos años después de encontrar el Arca de la Alianz...",4.26
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Predators"" (2010)
Género: Ciencia ficción, Acción, Suspense
Royce es un mercenario que, a reg...",6.03
"Usuario: Busco algo de acción
Enrique: Otra gran opción sería esta:
""Canario Negro"" (2024)
Género: Acción, Suspense, Crimen
Avery Graves, una de las mejores agentes de la CIA, es chantajeada por terro...",5.79
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Predators"" (2010)
Género: Ciencia ficción, Acción, Suspense
Royce es un mercenario que, a regañad...",6.34
"Usuario: ¿Tienes otra de acción?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Canario Negro"" (2024)
Género: Acción, Suspense, Crimen
Avery Graves, una de las mejores agentes de la CI...",5.14
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Predators"" (2010)
Género: Ciencia ficción, Acción, Suspense
Royce es un mercenario que, a regañadientes, encabeza a un grup...",7.01
"Usuario: ¿Tienes otra de acción?
Enrique: Otra gran opción sería esta:
""Canario Negro"" (2024)
Género: Acción, Suspense, Crimen
Avery Graves, una de las mejores agentes de la CIA, es chantajeada por te...",5.53
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Pesadilla antes de Navidad"" (1993)
Género: Fantasía, Animación, Familia
Cuando Jack Skellington, el Señor de Hallow...",4.9
"Usuario: Busco algo de terror
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""El susurro de la bruja"" (2024)
Género: Terror, Suspense
Mara, un antiguo espíritu pagano, persigue a un gru...",6.17
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Pesadilla antes de Navidad"" (1993)
Género: Fantasía, Animación, Familia
Cuando Jack Skellington, el Señor de Halloween, des...",4.95
"Usuario: Busco algo de terror
Enrique: Esta otra podría interesarte:
""El susurro de la bruja"" (2024)
Género: Terror, Suspense
Mara, un antiguo espíritu pagano, persigue a un grupo de adolescentes tomá...",7.03
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Pesadilla antes de Navidad"" (1993)
Género: Fantasía, Animación, Familia
Cuando Jack Sk...",4.16
"Usuario: Me gustan las pelis de terror
Enrique: Esta otra podría interesarte:
""El susurro de la bruja"" (2024)
Género: Terror, Suspense
Mara, un antiguo espíritu pagano, persigue a un grupo de adolesce...",6.68
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Alerta roja"" (2021)
Género: Acción, Comedia, Crimen
Cuando la Interpol envía una ""Aler...",4.43
"Usuario: Busco algo de familia
Enrique: Otra gran opción sería esta:
""¡Rompe Ralph!"" (2012)
Género: Familia, Animación, Comedia, Aventura
Durante décadas, Ralph ha vivido a la sombra de Repara-Félix J...",6.17
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Alerta roja"" (2021)
Género: Acción, Comedia, Crimen
Cuando la Interpol envía una ""Alerta roja"", signific...",4.87
"Usuario: Me gustan las pelis de familia
Enrique: Otra gran opción sería esta:
""¡Rompe Ralph!"" (2012)
Género: Familia, Animación, Comedia, Aventura
Durante décadas, Ralph ha vivido a la sombra de Repar...",6.02
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Alerta roja"" (2021)
Género: Acción, Comedia, Crimen
Cuando la Interpol envía una ""Alerta roja"", s...",4.84
"Usuario: ¿Tienes otra de familia?
Enrique: Esta otra podría interesarte:
""¡Rompe Ralph!"" (2012)
Género: Familia, Animación, Comedia, Aventura
Durante décadas, Ralph ha vivido a la sombra de Repara-Fél...",5.98
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Destino de caballero"" (2001)
Género: Aventura, Drama, Romance, Acción
Edad Media, siglo XIV. William es un joven plebey...",5.44
"Usuario: Me gustan las pelis de terror
Enrique: Esta otra podría interesarte:
""La autopsia de Jane Doe"" (2016)
Género: Terror, Misterio
El dueño de una funeraria de una pequeña localidad y su hijo, qu...",5.82
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Destino de caballero"" (2001)
Género: Aventura, Drama, Romance, Acción
Edad Media, siglo XIV. William es un joven pl...",5.76
"Usuario: ¿Tienes otra de terror?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""La autopsia de Jane Doe"" (2016)
Género: Terror, Misterio
El dueño de una funeraria de una pequeña locali...",5.21
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Destino de caballero"" (2001)
Género: Aventura, Drama, Romance, Acción
Edad Media, siglo XIV. William es un joven pl...",5.76
"Usuario: Me gustan las pelis de terror
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""La autopsia de Jane Doe"" (2016)
Género: Terror, Misterio
El dueño de una funeraria de una pequeña ...",5.24
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""TL"" (2024)
Género: Drama
nan",4.97
"Usuario: Me gustan las pelis de comedia
Enrique: Esta otra podría interesarte:
""Zombie camp"" (2015)
Género: Comedia, Terror
Tres Scouts, en la víspera de su último campamento, descubre el verdadero si...",7.46
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""TL"" (2024)
Género: Drama
nan",4.57
"Usuario: ¿Tienes otra de comedia?
Enrique: Otra gran opción sería esta:
""Zombie camp"" (2015)
Género: Comedia, Terror
Tres Scouts, en la víspera de su último campamento, descubre el verdadero significa...",7.39
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""TL"" (2024)
Género: Drama
nan",4.97
"Usuario: Me gustan las pelis de comedia
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Zombie camp"" (2015)
Género: Comedia, Terror
Tres Scouts, en la víspera de su último campamento, d...",6.27
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Creed III"" (2023)
Género: Drama, Acción
Después de dominar el mundo del boxeo, Adonis Creed ha prosperado tanto...",5.57
"Usuario: ¿Tienes otra de acción?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Presa"" (2024)
Género: Acción, Suspense, Terror
Una joven pareja se ve obligada a abandonar su puesto de ...",5.02
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Creed III"" (2023)
Género: Drama, Acción
Después de dominar el mundo del boxeo, Adonis Creed ha prosperado tanto ...",5.45
"Usuario: Busco algo de acción
Enrique: Esta otra podría interesarte:
""Presa"" (2024)
Género: Acción, Suspense, Terror
Una joven pareja se ve obligada a abandonar su puesto de misioneros cristianos en e...",5.98
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Creed III"" (2023)
Género: Drama, Acción
Después de dominar el mundo del boxeo, Adonis Creed ha prosperado tanto en ...",5.89
"Usuario: ¿Tienes otra de acción?
Enrique: Esta otra podría interesarte:
""Presa"" (2024)
Género: Acción, Suspense, Terror
Una joven pareja se ve obligada a abandonar su puesto de misioneros cristianos e...",5.65
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""La guerra del planeta de los simios"" (2017)
Género: Drama, Ciencia ficción, Bélica
César y sus monos son forzados a encarar...",5.53
"Usuario: Busco algo de comedia
Enrique: Otra gran opción sería esta:
""The Uninvited"" (2025)
Género: Comedia, Drama
nan",6.21
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""La guerra del planeta de los simios"" (2017)
Género: Drama, Ciencia ficción, Bélica
César y sus monos son forzad...",5.27
"Usuario: ¿Tienes otra de comedia?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""The Uninvited"" (2025)
Género: Comedia, Drama
nan",4.45
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""La guerra del planeta de los simios"" (2017)
Género: Drama, Ciencia ficción, Bélica
César y sus monos son forzados a enc...",5.36
"Usuario: Me gustan las pelis de comedia
Enrique: Otra gran opción sería esta:
""The Uninvited"" (2025)
Género: Comedia, Drama
nan",5.72
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Ladrones de Élite"" (2021)
Género: Acción, Suspense
Después de ser reclutado por un gru...",4.1
"Usuario: Me gustan las pelis de animación
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Ice Age 3: El origen de los dinosaurios"" (2009)
Género: Animación, Comedia, Familia, Aventura
T...",5.77
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Ladrones de Élite"" (2021)
Género: Acción, Suspense
Después de ser reclutado por un grupo de ladrones poc...",4.56
"Usuario: ¿Tienes otra de animación?
Enrique: Esta otra podría interesarte:
""Ice Age 3: El origen de los dinosaurios"" (2009)
Género: Animación, Comedia, Familia, Aventura
Tercera parte de las aventuras...",6.17
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Ladrones de Élite"" (2021)
Género: Acción, Suspense
Después de ser reclutado por un grupo de ladrones poco convencionales, e...",5.09
"Usuario: ¿Tienes otra de animación?
Enrique: Esta otra podría interesarte:
""Ice Age 3: El origen de los dinosaurios"" (2009)
Género: Animación, Comedia, Familia, Aventura
Tercera parte de las aventuras...",6.17
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Watchmen: Capítulo 2"" (2024)
Género: Animación, Misterio, Ciencia ficción, Acción, Drama
Sospecho...",4.92
"Usuario: Me gustan las pelis de ciencia ficción
Enrique: Esta otra podría interesarte:
""El efecto mariposa"" (2004)
Género: Ciencia ficción, Suspense
Evan Treborn, un joven que se está esforzando por s...",4.83
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Watchmen: Capítulo 2"" (2024)
Género: Animación, Misterio, Ciencia ficción, Acción, Dra...",4.48
"Usuario: ¿Tienes otra de ciencia ficción?
Enrique: Otra gran opción sería esta:
""El efecto mariposa"" (2004)
Género: Ciencia ficción, Suspense
Evan Treborn, un joven que se está esforzando por superar ...",4.76
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Watchmen: Capítulo 2"" (2024)
Género: Animación, Misterio, Ciencia ficción, Acción, Drama
Sospechosos de los acontecimientos...",5.36
"Usuario: ¿Tienes otra de ciencia ficción?
Enrique: Otra gran opción sería esta:
""El efecto mariposa"" (2004)
Género: Ciencia ficción, Suspense
Evan Treborn, un joven que se está esforzando por superar ...",4.76
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Fuerza Bruta: Sin salida"" (2023)
Género: Acción, Crimen, Comedia, Suspense, Drama
El d...",3.73
"Usuario: Me gustan las pelis de romance
Enrique: Otra gran opción sería esta:
""Con derecho a roce"" (2011)
Género: Romance, Comedia
Narra cómo una relación entre dos jóvenes amigos, Dylan y Jamie, se c...",4.62
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""Fuerza Bruta: Sin salida"" (2023)
Género: Acción, Crimen, Comedia, Suspense, Drama
El detective Ma Seok-do cambia su afiliac...",4.68
"Usuario: ¿Tienes otra de romance?
Enrique: Otra gran opción sería esta:
""Con derecho a roce"" (2011)
Género: Romance, Comedia
Narra cómo una relación entre dos jóvenes amigos, Dylan y Jamie, se complic...",4.51
